customer_id,Name,email,Country,Gender,Age,Booking_Date,Check_In,Check_Out,Num_Guests,Guest_Type,Meal_Type,Room_Type,Market_Segment,Deposit_Type,Customer_Type,Previous_Cancellations,Total_Nights,ADR,Total_Revenue,Lead_Time,Parking_Space,Special_Requests,Booking_Status,Rating,Review_Score,Loyalty_Points,Is_Repeated_Guest,Previous_Bookings_Not_Canceled,Agent_ID,Company_ID
CUST_0617,Antonio Wilson,michaelmccarthy@example.com,Australia,FEMALE,78.0,2023-03-31,2023-04-01,2023-04-02,0.0,Transient,sc,a,,Non Refund,transient,0,14.0,50.0,325,160,0,Multiple,no-show,3,,200.0,1.0,1,A_032,C_104
CUST_0618,Jennifer Shaw,thompsonedward@example.net,Argentina,FEMALE,34.0,2023-03-31,2023-04-01,2023-04-02,0.0,Group,HB,c,groups,Refundable,transient-party,3,4.0,250.0,314,365,1,3,Canceled,9,3.0,,0.0,2,A_044,Unknown
CUST_0619,Michael Collins,stephen24@example.net,Spain,,35.0,2023-04-01,2023-04-02,2023-04-03,1.0,Family,Undefined,h,corporate,Refundable,transient-party,999,14.0,300.0,542,179,0,4,confirmed,4,,0.0,0.0,0,A_001,C_103
CUST_0620,Sydney Phillips,sandra17@example.com,France,Other,82.0,2023-04-01,2023-04-02,2023-04-03,5.0,adults,Undefined,,corporate,No deposit,Transient,0,3.0,0.0,709,396,2,4,PendingCXL,2,,0.0,0.0,0,A_017,C_101
CUST_0251,Barbara Dudley,nicole31@example.org,Brazil,FEMALE,18.0,2023-02-06,2023-02-07,2023-02-08,3.0,couple,Full Board,L,Offline TA/TO,Non Refund,Transient-Party,1,7.0,80.0,1200,246,Y,None,no-show,7,3.0,,0.0,1,A_001,C_101
CUST_0622,Nicole Obrien,david59@example.net,Italy,male,75.0,2023-04-01,2023-04-02,2023-04-03,3.0,Children,bb,d,Offline TA/TO,Non-Refund,group,0,7.0,150.0,364,403,,4,Canceled,2,1.0,0.0,,2,A_006,C_101
CUST_0623,Kirsten Ruiz,breanna61@example.org,UNITED KINGDOM,F,75.0,2023-04-01,2023-04-02,2023-04-03,5.0,single,Half Board,A,ONLINE TA,refundable,Group,0,5.0,0.0,1389,454,N,1,Canceled,,5.0,,0.0,0,A_027,C_101
CUST_0624,Mary Robinson,christianerik@example.org,Italy,Male,37.0,2023-04-01,2023-04-02,2023-04-03,4.0,Group,,g,ONLINE,No deposit,transient-party,1,300.0,50.0,1133,416,0,4,Confirmed,4,6.0,100.0,0.0,3,A_001,C_101
CUST_0625,Paul Marks,portererin@example.com,France,Female,59.0,2023-04-01,2023-04-02,2023-04-03,1.0,couple,Bed & Breakfast,E,ONLINE,Refundable,Group,0,7.0,300.0,522,456,,2,confirmed,4,8.0,,0.0,0,A_011,C_104
CUST_0626,Jeremy Padilla,tinastokes@example.net,brazil,Male,29.0,2023-04-02,2023-04-03,2023-04-04,4.0,Children,sc,l,ONLINE,no deposit,Contract,0,300.0,-50.0,55,277,NA,4,Check-Out,3,5.0,100.0,0.0,3,A_033,C_105
CUST_0627,Kristy Brown,danielgilmore@example.net,France,FEMALE,70.0,2023-04-02,2023-04-03,2023-04-04,3.0,Single,FB,g,offline ta/to,non refundable,transient-party,0,300.0,250.0,1494,103,1,2,Confirmed,2,6.0,200.0,0.0,3,A_024,C_101
CUST_0628,Kathy Armstrong,acampos@example.org,Australia,Female,67.0,2023-04-02,2023-04-03,2023-04-04,1.0,family,HB,h,groups,Refundable,Transient-Party,1,300.0,0.0,439,327,no,0,check-out,,9.0,,0.0,0,A_045,C_103
CUST_0629,Erin Meyer,salazardanny@example.net,UNK,F,47.0,2023-04-02,2023-04-03,2023-04-04,2.0,Adults,fb,P,Offline TA/TO,refundable,Contract,5,1.0,100.0,1421,109,yes,4,Canceled,excellent,,,0.0,1,A_037,C_101
CUST_0630,Daniel Aguilar,alexandernicholas@example.net,UNK,Other,68.0,2023-04-02,2023-04-03,2023-04-04,1.0,Group,SC,d,Corporate,Non Refund,transient-party,2,4.0,-50.0,606,247,Y,3,No-Show,N/A,2.0,500.0,0.0,1,A_023,Unknown
CUST_0631,Jordan Stokes,mcleanmanuel@example.net,spain,MALE,61.0,2023-04-02,2023-04-03,2023-04-04,1.0,Couple,Bed & Breakfast,P,,Non Refund,Group,1,-3.0,200.0,1448,86,1,1,Check-Out,4,9.0,500.0,0.0,0,A_013,C_101
CUST_0632,Jose Bryant,ogray@example.net,USA,MALE,87.0,2023-04-02,2023-04-03,2023-04-04,5.0,Group,FB,h,corporate,no deposit,group,4,1.0,200.0,341,345,N,1,Check-Out,7,10.0,500.0,0.0,NA,A_046,C_103
CUST_0633,Julia Roman,jameshenry@example.net,united states,Male,23.0,2023-04-03,2023-04-04,2023-04-05,4.0,Adults,Bed & Breakfast,C,,no deposit,transient,4,2.0,5000.0,1360,273,No,None,canceled,1,7.0,1000.0,0.0,3,A_001,C_101
CUST_0634,Jennifer Velasquez,jeremiah26@example.net,Italy,female,74.0,2023-04-03,2023-04-04,2023-04-05,0.0,couple,bb,a,groups,Non Refund,contract,999,10.0,80.0,612,414,NA,3,Check-Out,10,7.0,100.0,0.0,1,A_036,N/A
CUST_0635,Laura Williams,christopherjohnson@example.net,,female,53.0,2023-04-03,2023-04-04,2023-04-05,2.0,Single,fb,D,direct,Non Refund,transient-party,1,3.0,250.0,454,241,No,0,Confirmed,poor,,,0.0,0,A_035,C_101
CUST_0636,Amy Mcknight,harrislisa@example.org,united states,Non-Binary,29.0,2023-04-03,2023-04-04,2023-04-05,2.0,family,Half Board,P,direct,Non Refund,Transient-Party,4,7.0,,985,365,yes,,no-show,fair,6.0,,0.0,1,A_047,C_102
CUST_0637,Andrea Peck,kim98@example.org,Italy,F,39.0,2023-04-03,2023-04-04,2023-04-05,0.0,Adults,sc,C,offline ta/to,Non-Refund,transient-party,4,-3.0,80.0,727,183,,,Confirmed,2,7.0,,0.0,0,A_032,C_102
CUST_0638,Jennifer Mack,jacob87@example.org,United Kingdom,Male,21.0,2023-04-03,2023-04-04,2023-04-05,2.0,Single,hb,f,,No Deposit,Contract,0,7.0,200.0,469,440,,1,Pending,2,2.0,200.0,0.0,0,A_022,
CUST_0639,William Brewer,ashleywells@example.com,,F,57.0,2023-04-03,2023-04-04,2023-04-05,2.0,children,fb,C,offline ta/to,Refundable,Transient-Party,0,2.0,,1226,207,yes,4,PendingCXL,10,2.0,100.0,0.0,2,A_023,N/A
CUST_0640,Wendy Reyes,christine82@example.org,Australia,,,2023-04-04,2023-04-05,2023-04-06,4.0,Adults,HB,,,refundable,Group,2,7.0,120.0,284,337,no,3,Pending,8,5.0,,0.0,1,A_039,C_105
CUST_0641,Terry Bennett,ypatterson@example.org,,male,33.0,2023-04-04,2023-04-05,2023-04-06,0.0,children,,p,,refundable,transient-party,3,1.0,5000.0,940,251,,2,No-Show,excellent,,50.0,0.0,0,A_041,C_102
CUST_0642,Matthew Ryan,martinezzachary@example.org,Portugal,Female,89.0,2023-04-04,2023-04-05,2023-04-06,5.0,single,sc,P,direct,Non Refund,group,3,300.0,-50.0,1223,293,Yes,3,Pending,poor,4.0,1000.0,0.0,0,A_036,C_102
CUST_0643,Gregory White,jimenezbrett@example.net,united states,male,28.0,2023-04-04,2023-04-05,2023-04-06,3.0,Transient,HB,D,online ta,non refundable,contract,5,3.0,,339,284,NA,1,check-out,3,1.0,100.0,0.0,1,A_032,C_105
CUST_0644,Kendra Luna,andrew44@example.com,brazil,male,42.0,2023-04-04,2023-04-05,2023-04-06,5.0,Single,,P,ONLINE,Non-Refund,Transient-Party,1,300.0,250.0,1197,63,Yes,4,Confirmed,10,4.0,100.0,0.0,0,A_021,C_101
CUST_0645,Aaron Johnson,carlos24@example.org,brazil,Non-Binary,87.0,2023-04-04,2023-04-05,2023-04-06,3.0,adults,SC,h,Direct,Non Refund,Contract,0,1.0,300.0,111,337,Yes,0,Canceled,N/A,,50.0,0.0,2,A_037,C_101
CUST_0646,Michael Stephens,melissafrederick@example.net,Argentina,Non-Binary,24.0,2023-04-04,2023-04-05,2023-04-06,3.0,adults,bb,P,ONLINE,Non Refund,Transient,4,5.0,250.0,1291,106,0,Multiple,Confirmed,4,10.0,,0.0,0,A_048,C_103
CUST_0647,Rodney Wright,reginald08@example.net,Canada,female,84.0,2023-04-05,2023-04-06,2023-04-07,3.0,Adults,FB,f,Offline TA/TO,Non Refund,transient-party,999,7.0,5000.0,279,24,N,,Check-Out,3,7.0,500.0,0.0,1,A_012,C_101
CUST_0648,Donald Pineda,aguilarsharon@example.com,Canada,Male,42.0,2023-04-05,2023-04-06,2023-04-07,2.0,Adults,SC,A,Offline TA/TO,non refundable,contract,5,1.0,120.0,901,470,1,0,Pending,9,8.0,200.0,0.0,3,A_004,
CUST_0649,Ashley Pacheco,johnsonrobert@example.org,Brazil,Female,78.0,2023-04-05,2023-04-06,2023-04-07,2.0,children,fb,g,online ta,No deposit,Group,999,300.0,200.0,861,70,No,1,No-Show,2,9.0,200.0,0.0,0,A_017,C_104
CUST_0650,Pamela Stephenson,pamela02@example.org,Spain,female,82.0,2023-04-05,2023-04-06,2023-04-07,4.0,Single,,D,Online TA,No Deposit,contract,4,3.0,120.0,502,212,No,3,Canceled,2,6.0,100.0,0.0,0,A_047,C_105
CUST_0651,Christine Garcia,sandra03@example.com,United Kingdom,female,20.0,2023-04-05,2023-04-06,2023-04-07,3.0,family,hb,E,complementary,No deposit,group,2,-3.0,250.0,303,453,Yes,1,canceled,excellent,,100.0,0.0,0,A_005,C_101
CUST_0652,Linda Warner,shafferanne@example.net,UNITED KINGDOM,MALE,33.0,2023-04-05,2023-04-06,2023-04-07,4.0,transient,BB,C,ONLINE TA,Non Refund,transient-party,999,2.0,300.0,914,166,Y,2,PendingCXL,3,7.0,0.0,0.0,1,A_044,C_102
CUST_0653,Patrick Morales,reedchad@example.com,DEU,Other,86.0,2023-04-05,2023-04-06,2023-04-07,2.0,Single,bb,c,offline ta/to,non refundable,Transient,0,5.0,120.0,923,193,,2,Pending,5,7.0,200.0,0.0,1,A_023,C_105
CUST_0654,Claudia Shields,claytimothy@example.org,brazil,Other,41.0,2023-04-06,2023-04-07,2023-04-08,0.0,transient,,c,offline ta/to,no deposit,transient,1,4.0,200.0,1303,140,no,0,canceled,poor,9.0,50.0,0.0,1,A_021,C_104
CUST_0655,Jonathan Roberts,jennifer10@example.com,spain,Male,20.0,2023-04-06,2023-04-07,2023-04-08,1.0,adults,fb,g,corporate,non refundable,Contract,0,7.0,5000.0,839,326,Y,,Confirmed,1,5.0,50.0,0.0,1,A_011,C_101
CUST_0656,Monique Flores,debrareynolds@example.com,Germany,M,,2023-04-06,2023-04-07,2023-04-08,3.0,single,,A,direct,No Deposit,Transient,999,4.0,200.0,1193,233,No,1,confirmed,7,,100.0,0.0,0,,C_101
CUST_0657,Megan Flores,andrewbrown@example.org,United Kingdom,F,44.0,2023-04-06,2023-04-07,2023-04-08,3.0,family,Full Board,p,Complementary,No deposit,Transient,3,2.0,-50.0,1015,486,,2,Check-Out,5,3.0,1000.0,0.0,NA,A_034,
CUST_0658,Charles Keller,vfleming@example.org,,female,,2023-04-06,2023-04-07,2023-04-08,2.0,children,Bed & Breakfast,a,ONLINE,no deposit,group,0,3.0,0.0,1434,364,NA,0,no-show,5,,,1.0,3,,C_103
CUST_0659,Elizabeth Brown,xwilliams@example.com,USA,female,74.0,2023-04-06,2023-04-07,2023-04-08,1.0,single,HB,D,,Refundable,contract,2,14.0,250.0,675,241,yes,0,PendingCXL,8,8.0,500.0,,3,,C_103
CUST_0660,Sheryl Buck,russellsimmons@example.org,united states,FEMALE,,2023-04-06,2023-04-07,2023-04-08,4.0,single,sc,l,offline ta/to,no deposit,transient,999,0.0,50.0,68,49,Yes,3,No-Show,1,7.0,50.0,0.0,0,A_001,C_105
CUST_0661,Jeffery Simpson,kimpenny@example.com,France,FEMALE,86.0,2023-04-07,2023-04-08,2023-04-09,4.0,Family,HB,L,Online TA,Refundable,transient,3,5.0,300.0,559,423,Y,4,No-Show,,,50.0,0.0,1,A_011,C_104
CUST_0662,Dr. Megan Floyd,james60@example.org,Canada,Male,59.0,2023-04-07,2023-04-08,2023-04-09,1.0,single,Half Board,c,ONLINE TA,Refundable,Transient,1,300.0,50.0,472,42,0,3,PendingCXL,5,10.0,,0.0,0,A_049,C_101
CUST_0663,Jason Hernandez,christophersmith@example.com,UNK,M,,2023-04-07,2023-04-08,2023-04-09,4.0,adults,Half Board,c,ONLINE TA,Non-Refund,transient-party,0,300.0,300.0,52,174,Y,,PendingCXL,9,8.0,,0.0,3,A_015,Unknown
CUST_0664,Nicole Wells,ritteralexis@example.net,spain,FEMALE,23.0,2023-04-07,2023-04-08,2023-04-09,3.0,transient,bb,a,,No Deposit,Transient,0,300.0,,570,265,no,4,no-show,good,2.0,,0.0,2,A_004,C_101
CUST_0665,Eric Zimmerman,lisajones@example.org,Portugal,M,80.0,2023-04-07,2023-04-08,2023-04-09,3.0,children,sc,F,Offline TA/TO,refundable,contract,5,300.0,100.0,815,286,no,3,Pending,,,,0.0,0,N/A,C_101
CUST_0666,Thomas Hart,cwhite@example.com,Spain,FEMALE,20.0,2023-04-07,2023-04-08,2023-04-09,2.0,group,Bed & Breakfast,P,,No deposit,Contract,1,4.0,-50.0,620,66,no,Multiple,canceled,3,,100.0,0.0,0,A_001,N/A
CUST_0667,Mr. Cesar Sanchez,carrie34@example.org,USA,Non-Binary,61.0,2023-04-08,2023-04-09,2023-04-10,5.0,couple,Bed & Breakfast,f,ONLINE,Refundable,transient-party,999,4.0,-50.0,567,452,2,2,Confirmed,9,2.0,1000.0,0.0,2,A_007,
CUST_0668,Maria Nielsen,hmendoza@example.net,Portugal,female,73.0,2023-04-08,2023-04-09,2023-04-10,5.0,group,Full Board,c,Aviation,refundable,transient,0,14.0,120.0,181,373,N,0,Check-Out,4,,,0.0,3,A_026,C_102
CUST_0669,Brandon Hardy,jonesshawna@example.org,,FEMALE,41.0,2023-04-08,2023-04-09,2023-04-10,5.0,Couple,sc,d,ONLINE,Refundable,transient,1,0.0,150.0,88,373,0,1,Check-Out,6,1.0,200.0,0.0,3,A_018,C_101
CUST_0670,Debra Nunez,wthornton@example.org,,MALE,,2023-04-08,2023-04-09,2023-04-10,3.0,Single,sc,H,Complementary,no deposit,contract,5,7.0,,847,33,2,None,Canceled,4,3.0,50.0,0.0,3,A_047,Unknown
CUST_0671,Shelly Lopez,xmarquez@example.net,France,Male,21.0,2023-04-08,2023-04-09,2023-04-10,5.0,Group,hb,c,Complementary,No Deposit,Transient,5,4.0,120.0,253,427,,2,canceled,4,,200.0,1.0,0,A_015,C_101
CUST_0672,Nathaniel Hansen,misty38@example.com,spain,,,2023-04-08,2023-04-09,2023-04-10,2.0,Single,sc,L,offline ta/to,Refundable,Contract,0,2.0,120.0,942,268,0,4,Canceled,7,10.0,50.0,0.0,1,A_002,C_101
CUST_0673,Sean Cook,heidi81@example.org,Spain,male,58.0,2023-04-08,2023-04-09,2023-04-10,5.0,family,Half Board,A,Direct,non refundable,transient-party,2,2.0,200.0,850,443,N,0,canceled,poor,,0.0,0.0,3,A_043,C_102
CUST_0674,Alexis Giles,rachel97@example.com,Canada,Other,66.0,2023-04-09,2023-04-10,2023-04-11,4.0,adults,SC,g,,no deposit,transient,1,2.0,,590,491,NA,Multiple,canceled,2,7.0,0.0,0.0,2,A_016,N/A
CUST_0675,Mr. Zachary Mendoza,harrisderrick@example.net,UNITED KINGDOM,,50.0,2023-04-09,2023-04-10,2023-04-11,0.0,Family,Undefined,E,groups,Non-Refund,Transient-Party,2,3.0,120.0,1238,239,,0,Confirmed,2,5.0,,,3,A_041,C_101
CUST_0676,Larry Harris,kevintran@example.org,spain,Non-Binary,29.0,2023-04-09,2023-04-10,2023-04-11,0.0,adults,bb,d,Offline TA/TO,refundable,Transient,0,4.0,0.0,1000,491,Y,3,canceled,,10.0,0.0,0.0,NA,A_009,C_101
CUST_0677,Juan Rowe,jenny20@example.org,spain,Non-Binary,32.0,2023-04-09,2023-04-10,2023-04-11,0.0,adults,FB,P,online ta,Refundable,transient-party,1,300.0,50.0,58,19,N,1,No-Show,9,,200.0,0.0,1,A_039,C_103
CUST_0678,Joseph Howard,dsantos@example.org,Argentina,Male,30.0,2023-04-09,2023-04-10,2023-04-11,0.0,Family,fb,l,ONLINE,Non-Refund,Group,0,7.0,80.0,112,345,,2,Check-Out,1,5.0,,0.0,0,A_032,
CUST_0679,Kayla Crawford,porterarthur@example.com,France,F,,2023-04-09,2023-04-10,2023-04-11,5.0,transient,SC,A,ONLINE,non refundable,Transient-Party,999,0.0,,1454,455,0,0,no-show,good,10.0,500.0,0.0,1,A_030,C_101
CUST_0680,Vicki Harrison,fevans@example.org,brazil,Other,39.0,2023-04-09,2023-04-10,2023-04-11,0.0,transient,,F,,Non Refund,group,4,1.0,120.0,1169,267,,1,check-out,3,10.0,200.0,0.0,2,A_046,C_101
CUST_0681,Thomas Wood,melissa67@example.org,UNITED KINGDOM,female,,2023-04-10,2023-04-11,2023-04-12,4.0,Family,Half Board,G,offline ta/to,No Deposit,Transient-Party,1,5.0,50.0,638,404,1,None,no-show,4,10.0,,0.0,0,A_018,C_101
CUST_0682,Kristine Walker,ccruz@example.org,Italy,female,36.0,2023-04-10,2023-04-11,2023-04-12,3.0,Couple,hb,C,offline ta/to,Refundable,transient,4,3.0,0.0,644,304,no,None,Confirmed,excellent,2.0,50.0,0.0,1,,C_105
CUST_0683,Debbie Donovan,nicolaskeller@example.net,Japan,Female,41.0,2023-04-10,2023-04-11,2023-04-12,0.0,Transient,hb,H,complementary,no deposit,transient-party,0,10.0,300.0,728,142,NA,2,check-out,1,,50.0,,2,A_042,C_103
CUST_0684,Jennifer Hernandez,guerreroanthony@example.com,UNITED KINGDOM,M,50.0,2023-04-10,2023-04-11,2023-04-12,3.0,transient,hb,a,ONLINE,No deposit,transient,0,7.0,150.0,1181,37,no,,Pending,1,8.0,0.0,0.0,0,A_050,C_103
CUST_0685,Jamie Whitaker,kentkaren@example.com,Japan,male,29.0,2023-04-10,2023-04-11,2023-04-12,5.0,transient,hb,C,Corporate,Non Refund,Transient,0,3.0,100.0,106,477,1,1,No-Show,excellent,10.0,100.0,0.0,2,A_019,C_104
CUST_0686,Mary Cohen,lisa93@example.org,Italy,Male,37.0,2023-04-10,2023-04-11,2023-04-12,4.0,Couple,HB,g,direct,No deposit,group,3,14.0,300.0,254,369,2,1,Canceled,7,7.0,,0.0,1,A_015,C_101
CUST_0687,Roberto Levy,jessica96@example.com,france,female,57.0,2023-04-10,2023-04-11,2023-04-12,4.0,Single,fb,H,online ta,No Deposit,Transient,0,5.0,5000.0,724,479,yes,0,confirmed,poor,7.0,50.0,0.0,3,A_015,C_101
CUST_0688,Katherine Jackson,aguirreangela@example.net,United Kingdom,MALE,70.0,2023-04-11,2023-04-12,2023-04-13,0.0,single,BB,g,offline ta/to,Non-Refund,Transient-Party,5,,150.0,1393,1,2,4,PendingCXL,8,3.0,50.0,,1,A_050,C_101
CUST_0689,Caroline Cortez,michele87@example.com,,Non-Binary,39.0,2023-04-11,2023-04-12,2023-04-13,5.0,children,fb,L,Groups,refundable,transient,0,-3.0,0.0,244,249,Yes,1,confirmed,10,9.0,500.0,0.0,1,A_046,C_104
CUST_0690,Thomas Weaver,francisco67@example.net,france,M,25.0,2023-04-11,2023-04-12,2023-04-13,3.0,adults,HB,H,,No deposit,transient-party,2,10.0,120.0,1053,372,N,,Confirmed,2,1.0,200.0,0.0,1,A_010,C_101
CUST_0691,Anthony Johnson,davidsmith@example.net,france,Other,59.0,2023-04-11,2023-04-12,2023-04-13,4.0,Single,bb,e,ONLINE,no deposit,Contract,5,300.0,250.0,883,295,1,1,Pending,excellent,4.0,50.0,0.0,0,A_038,C_101
CUST_0692,Theresa Barnett,christopher38@example.com,Argentina,Other,41.0,2023-04-11,2023-04-12,2023-04-13,4.0,Group,,,Online TA,Refundable,transient,5,10.0,250.0,663,61,Yes,1,confirmed,8,5.0,1000.0,0.0,0,A_045,C_101
CUST_0693,Jason Kirby,ashley09@example.com,Brazil,MALE,21.0,2023-04-11,2023-04-12,2023-04-13,0.0,Couple,fb,a,offline ta/to,non refundable,Contract,1,3.0,5000.0,342,59,yes,4,PendingCXL,2,6.0,2000.0,0.0,1,A_020,C_101
CUST_0694,Michael Smith,joseph49@example.org,Argentina,M,25.0,2023-04-11,2023-04-12,2023-04-13,5.0,transient,,a,,No deposit,contract,3,300.0,120.0,1238,213,1,0,PendingCXL,9,2.0,50.0,0.0,3,A_023,N/A
CUST_0695,Jake Williamson,parkerdonna@example.com,,Other,56.0,2023-04-12,2023-04-13,2023-04-14,2.0,couple,hb,c,Online TA,Refundable,transient,4,7.0,,895,61,2,None,canceled,N/A,,50.0,0.0,0,A_044,N/A
CUST_0696,Luis Webb,scottsmith@example.org,United Kingdom,Female,67.0,2023-04-12,2023-04-13,2023-04-14,3.0,Adults,Undefined,c,groups,non refundable,Transient-Party,4,2.0,300.0,1469,38,Yes,2,no-show,9,8.0,,0.0,3,,C_103
CUST_0697,Aaron Arnold,wjohnson@example.com,Germany,male,30.0,2023-04-12,2023-04-13,2023-04-14,1.0,transient,fb,,Online TA,refundable,Transient,1,1.0,0.0,398,153,,0,confirmed,5,3.0,1000.0,0.0,0,A_034,Unknown
CUST_0698,Joseph Hill,rickyriley@example.org,Spain,female,58.0,2023-04-12,2023-04-13,2023-04-14,1.0,Children,Undefined,E,,Refundable,Contract,4,-3.0,250.0,1106,477,,1,no-show,N/A,7.0,500.0,0.0,1,A_028,C_105
CUST_0699,Alicia Li DDS,penny85@example.org,,Male,36.0,2023-04-12,2023-04-13,2023-04-14,3.0,children,Half Board,G,,No Deposit,group,0,7.0,300.0,57,205,No,0,No-Show,,,,,0,A_032,C_102
CUST_0700,Theodore Rodriguez,xwhite@example.com,Japan,male,,2023-04-12,2023-04-13,2023-04-14,4.0,family,,F,Online TA,non refundable,group,999,14.0,80.0,1250,131,Y,2,check-out,excellent,6.0,50.0,0.0,3,A_045,C_102
CUST_0701,Chase Lee,misty23@example.net,brazil,,59.0,2023-04-12,2023-04-13,2023-04-14,3.0,adults,BB,A,Aviation,non refundable,Transient-Party,0,4.0,150.0,315,130,yes,1,no-show,excellent,7.0,100.0,0.0,1,A_042,
CUST_0702,Robert Adams,dylanwilliamson@example.org,united states,Female,,2023-04-13,2023-04-14,2023-04-15,0.0,Single,sc,P,online ta,refundable,contract,2,-3.0,-50.0,655,195,no,,PendingCXL,2,,100.0,0.0,3,A_047,C_101
CUST_0703,Jake Sullivan,dannyjohnson@example.net,DEU,FEMALE,66.0,2023-04-13,2023-04-14,2023-04-15,1.0,Group,BB,E,Groups,Refundable,Contract,2,4.0,50.0,246,364,yes,Multiple,Pending,poor,4.0,,0.0,1,A_019,C_104
CUST_0704,Wanda Perez,criley@example.net,,F,33.0,2023-04-13,2023-04-14,2023-04-15,3.0,transient,SC,C,online ta,Non Refund,group,0,-3.0,120.0,293,332,NA,1,Confirmed,good,,500.0,0.0,0,A_046,C_102
CUST_0705,Sarah Valdez,bruceklein@example.com,brazil,female,24.0,2023-04-13,2023-04-14,2023-04-15,0.0,children,HB,,corporate,Refundable,Contract,0,300.0,5000.0,784,41,No,None,PendingCXL,excellent,,200.0,,0,A_004,
CUST_0706,Olivia Davis,allen58@example.net,United Kingdom,FEMALE,43.0,2023-04-13,2023-04-14,2023-04-15,2.0,transient,Undefined,F,,non refundable,Transient,3,7.0,,62,495,no,4,check-out,4,10.0,,0.0,2,A_019,C_104
CUST_0707,Juan Brown,burkemichael@example.org,UNITED KINGDOM,male,48.0,2023-04-13,2023-04-14,2023-04-15,3.0,Group,Bed & Breakfast,h,ONLINE TA,Refundable,transient-party,0,7.0,5000.0,700,52,1,3,Check-Out,poor,,500.0,1.0,0,A_001,C_102
CUST_0708,Christopher Porter,ewilson@example.org,,F,48.0,2023-04-13,2023-04-14,2023-04-15,3.0,adults,Full Board,d,ONLINE TA,No deposit,Transient-Party,0,5.0,50.0,87,298,Yes,0,confirmed,6,10.0,,0.0,2,A_031,C_103
CUST_0709,Rachel Knight,markwatson@example.net,,Non-Binary,81.0,2023-04-14,2023-04-15,2023-04-16,5.0,Family,Bed & Breakfast,F,Direct,refundable,transient,4,7.0,300.0,1389,438,Yes,0,confirmed,1,2.0,50.0,0.0,0,A_030,C_105
CUST_0710,Anna Rice,bjones@example.com,brazil,male,83.0,2023-04-14,2023-04-15,2023-04-16,5.0,family,sc,p,ONLINE TA,Refundable,Group,0,2.0,5000.0,1298,258,,0,no-show,4,8.0,100.0,,0,A_009,C_104
CUST_0711,Daniel Parrish,angellawson@example.com,spain,M,82.0,2023-04-14,2023-04-15,2023-04-16,5.0,adults,FB,c,Corporate,Refundable,group,3,5.0,120.0,885,123,N,,no-show,fair,9.0,0.0,0.0,NA,A_017,C_101
CUST_0712,John Williams,theresa57@example.com,DEU,,67.0,2023-04-14,2023-04-15,2023-04-16,3.0,Group,Half Board,h,Aviation,non refundable,transient-party,3,300.0,200.0,1310,30,NA,2,PendingCXL,3,7.0,200.0,,0,,C_104
CUST_0713,Timothy Lam,martinbradley@example.org,Brazil,female,32.0,2023-04-14,2023-04-15,2023-04-16,0.0,couple,bb,p,direct,non refundable,transient,1,10.0,5000.0,1223,388,,,no-show,2,6.0,0.0,0.0,1,A_041,C_104
CUST_0714,Andrew Mcfarland,rodriguezjason@example.com,spain,,52.0,2023-04-14,2023-04-15,2023-04-16,2.0,Single,Full Board,F,Offline TA/TO,No deposit,contract,4,1.0,,1494,295,0,None,PendingCXL,3,5.0,200.0,,1,,C_103
CUST_0715,Tyrone Matthews,shelby69@example.org,Canada,F,25.0,2023-04-15,2023-04-16,2023-04-17,1.0,children,BB,l,Complementary,refundable,Contract,5,0.0,200.0,901,234,Y,4,Pending,fair,4.0,0.0,0.0,1,A_026,C_101
CUST_0716,Michelle Sanders,patrickcuevas@example.org,France,Female,58.0,2023-04-15,2023-04-16,2023-04-17,4.0,Transient,sc,C,direct,No Deposit,group,4,300.0,-50.0,252,185,NA,4,check-out,7,10.0,,0.0,2,A_047,C_102
CUST_0717,Carla Allen,benjaminvictoria@example.net,UNITED KINGDOM,FEMALE,77.0,2023-04-15,2023-04-16,2023-04-17,2.0,Transient,BB,E,Aviation,Refundable,Transient-Party,999,2.0,100.0,449,409,0,2,No-Show,6,,0.0,0.0,3,A_018,C_101
CUST_0718,Jasmine Mosley,hryan@example.net,United Kingdom,Non-Binary,88.0,2023-04-15,2023-04-16,2023-04-17,2.0,transient,BB,e,Offline TA/TO,No deposit,group,1,0.0,250.0,300,155,,None,no-show,2,10.0,,0.0,2,A_040,C_105
CUST_0719,Nicole Taylor,lawsondonna@example.net,Portuagal,Male,70.0,2023-04-15,2023-04-16,2023-04-17,5.0,children,Undefined,E,,no deposit,transient,5,4.0,50.0,725,88,yes,,No-Show,fair,,200.0,0.0,1,A_031,N/A
CUST_0720,Misty Mason DVM,mstewart@example.net,DEU,FEMALE,26.0,2023-04-15,2023-04-16,2023-04-17,2.0,children,hb,e,corporate,non refundable,transient-party,1,7.0,-50.0,382,374,1,2,Check-Out,4,9.0,200.0,0.0,2,A_010,C_105
CUST_0721,Jessica Roberson,rhonda53@example.com,Portuagal,Non-Binary,79.0,2023-04-15,2023-04-16,2023-04-17,2.0,Single,SC,H,corporate,Refundable,Contract,0,2.0,100.0,1500,392,0,,no-show,5,10.0,100.0,0.0,2,,C_103
CUST_0722,Randy Friedman,stephengoodman@example.org,DEU,M,21.0,2023-04-16,2023-04-17,2023-04-18,3.0,Couple,,f,Offline TA/TO,Non-Refund,transient-party,4,2.0,200.0,728,154,no,3,canceled,5,,0.0,0.0,3,A_001,C_101
