Customer_ID,Customer_Name,Email,Country,Gender,Age,Booking_Date,Check_In,Check_Out,Num_Guests,Guest_Type,Meal_Type,Room_Type,Market_Segment,Deposit_Type,Customer_Type,Previous_Cancellations,Total_Nights,ADR,Total_Revenue,Lead_Time,Parking_Space,Special_Requests,Booking_Status,Rating,Review_Score,Loyalty_Points,Is_Repeated_Guest,Previous_Bookings_Not_Canceled,Agent_ID,Company_ID
CUST_0639,William Brewer,ashleywells@example.com,United Kingdom,Female,57.0,2023-04-03,2023-04-04,2023-04-05,2.0,Children,Fb,C,Offline Ta/To,Refundable,Transient-Party,0,2.0,120.0,1226,207,,4.0,Pendingcxl,10,2.0,100.0,0,2.0,A_023,
CUST_0640,Wendy Reyes,christine82@example.org,Australia,Female,54.0,2023-04-04,2023-04-05,2023-04-06,4.0,Adults,Hb,c,Online Ta,Refundable,Group,2,7.0,120.0,284,337,,3.0,Pending,8,5.0,0.0,0,1.0,A_039,C_105
CUST_0641,Terry Bennett,ypatterson@example.org,United Kingdom,Male,33.0,2023-04-04,2023-04-05,2023-04-06,0.0,Children,Bed & Breakfast,p,Online Ta,Refundable,Transient-Party,3,1.0,505.0,940,251,,2.0,No-Show,excellent,6.9082020640956,50.0,0,0.0,A_041,C_102
CUST_0643,Gregory White,jimenezbrett@example.net,USA,Male,28.0,2023-04-04,2023-04-05,2023-04-06,3.0,Transient,Hb,D,Online Ta,Non Refundable,Contract,5,3.0,120.0,339,284,,1.0,Check-Out,3,1.5,100.0,0,1.0,A_032,C_105
CUST_0644,Kendra Luna,andrew44@example.com,Brazil,Male,42.0,2023-04-04,2023-04-05,2023-04-06,5.0,Single,Bed & Breakfast,P,Online,Non-Refund,Transient-Party,1,23.5,250.0,1197,63,1.0,4.0,Confirmed,10,4.0,100.0,0,0.0,A_021,C_101
CUST_0645,Aaron Johnson,carlos24@example.org,Brazil,Non-Binary,87.0,2023-04-04,2023-04-05,2023-04-06,3.0,Adults,Sc,h,Direct,Non Refund,Contract,0,1.0,300.0,111,337,1.0,0.0,Canceled,,6.9082020640956,50.0,0,2.0,A_037,C_101
CUST_0646,Michael Stephens,melissafrederick@example.net,Argentina,Non-Binary,24.0,2023-04-04,2023-04-05,2023-04-06,3.0,Adults,Bb,P,Online,Non Refund,Transient,4,5.0,250.0,1291,106,0.0,,Confirmed,4,10.0,0.0,0,0.0,A_048,C_103
CUST_0647,Rodney Wright,reginald08@example.net,Canada,Female,84.0,2023-04-05,2023-04-06,2023-04-07,3.0,Adults,Fb,f,Offline Ta/To,Non Refund,Transient-Party,10,7.0,505.0,279,24,0.0,0.0,Check-Out,3,7.0,500.0,0,1.0,A_012,C_101
CUST_0648,Donald Pineda,aguilarsharon@example.com,Canada,Male,42.0,2023-04-05,2023-04-06,2023-04-07,2.0,Adults,Sc,A,Offline Ta/To,Non Refundable,Contract,5,1.0,120.0,901,470,1.0,0.0,Pending,9,8.0,200.0,0,3.0,A_004,
CUST_0649,Ashley Pacheco,johnsonrobert@example.org,Brazil,Female,78.0,2023-04-05,2023-04-06,2023-04-07,2.0,Children,Fb,g,Online Ta,No Deposit,Group,10,23.5,200.0,861,70,0.0,1.0,No-Show,2,9.0,200.0,0,0.0,A_017,C_104
CUST_0650,Pamela Stephenson,pamela02@example.org,Spain,Female,82.0,2023-04-05,2023-04-06,2023-04-07,4.0,Single,Bed & Breakfast,D,Online Ta,No Deposit,Contract,4,3.0,120.0,502,212,0.0,3.0,Canceled,2,6.0,100.0,0,0.0,A_047,C_105
CUST_0652,Linda Warner,shafferanne@example.net,United Kingdom,Male,33.0,2023-04-05,2023-04-06,2023-04-07,4.0,Transient,Bb,C,Online Ta,Non Refund,Transient-Party,10,2.0,300.0,914,166,1.0,2.0,Pendingcxl,3,7.0,0.0,0,1.0,A_044,C_102
CUST_0653,Patrick Morales,reedchad@example.com,Germany,Other,86.0,2023-04-05,2023-04-06,2023-04-07,2.0,Single,Bb,c,Offline Ta/To,Non Refundable,Transient,0,5.0,120.0,923,193,,2.0,Pending,5,7.0,200.0,0,1.0,A_023,C_105
CUST_0654,Claudia Shields,claytimothy@example.org,Brazil,Other,41.0,2023-04-06,2023-04-07,2023-04-08,0.0,Transient,Bed & Breakfast,c,Offline Ta/To,No Deposit,Transient,1,4.0,200.0,1303,140,,0.0,Canceled,poor,9.0,50.0,0,1.0,A_021,C_104
CUST_0655,Jonathan Roberts,jennifer10@example.com,Spain,Male,20.0,2023-04-06,2023-04-07,2023-04-08,1.0,Adults,Fb,g,Corporate,Non Refundable,Contract,0,7.0,505.0,839,326,1.0,0.0,Confirmed,1,5.0,50.0,0,1.0,A_011,C_101
CUST_0656,Monique Flores,debrareynolds@example.com,Germany,Male,54.0,2023-04-06,2023-04-07,2023-04-08,3.0,Single,Bed & Breakfast,A,Direct,No Deposit,Transient,10,4.0,200.0,1193,233,0.0,1.0,Confirmed,7,6.9082020640956,100.0,0,0.0,Unknown,C_101
CUST_0658,Charles Keller,vfleming@example.org,United Kingdom,Female,54.0,2023-04-06,2023-04-07,2023-04-08,2.0,Children,Bed & Breakfast,a,Online,No Deposit,Group,0,3.0,0.0,1434,364,,0.0,No-Show,5,6.9082020640956,0.0,1,3.0,Unknown,C_103
CUST_0659,Elizabeth Brown,xwilliams@example.com,Usa,Female,74.0,2023-04-06,2023-04-07,2023-04-08,1.0,Single,Hb,D,Online Ta,Refundable,Contract,2,14.0,250.0,675,241,,0.0,Pendingcxl,8,8.0,500.0,,3.0,Unknown,C_103
CUST_0660,Sheryl Buck,russellsimmons@example.org,USA,Female,54.0,2023-04-06,2023-04-07,2023-04-08,4.0,Single,Sc,l,Offline Ta/To,No Deposit,Transient,10,0.0,50.0,68,49,1.0,3.0,No-Show,1,7.0,50.0,0,0.0,A_001,C_105
CUST_0661,Jeffery Simpson,kimpenny@example.com,France,Female,86.0,2023-04-07,2023-04-08,2023-04-09,4.0,Family,Hb,L,Online Ta,Refundable,Transient,3,5.0,300.0,559,423,1.0,4.0,No-Show,,6.9082020640956,50.0,0,1.0,A_011,C_104
CUST_0662,Dr. Megan Floyd,james60@example.org,Canada,Male,59.0,2023-04-07,2023-04-08,2023-04-09,1.0,Single,Half Board,c,Online Ta,Refundable,Transient,1,23.5,50.0,472,42,0.0,3.0,Pendingcxl,5,10.0,0.0,0,0.0,A_049,C_101
CUST_0663,Jason Hernandez,christophersmith@example.com,Unknown,Male,54.0,2023-04-07,2023-04-08,2023-04-09,4.0,Adults,Half Board,c,Online Ta,Non-Refund,Transient-Party,0,23.5,300.0,52,174,1.0,0.0,Pendingcxl,9,8.0,0.0,0,3.0,A_015,Unknown
CUST_0664,Nicole Wells,ritteralexis@example.net,Spain,Female,23.0,2023-04-07,2023-04-08,2023-04-09,3.0,Transient,Bb,a,Online Ta,No Deposit,Transient,0,23.5,120.0,570,265,,4.0,No-Show,good,2.0,0.0,0,2.0,A_004,C_101
CUST_0665,Eric Zimmerman,lisajones@example.org,Portugal,Male,80.0,2023-04-07,2023-04-08,2023-04-09,3.0,Children,Sc,F,Offline Ta/To,Refundable,Contract,5,23.5,100.0,815,286,,3.0,Pending,,6.9082020640956,0.0,0,0.0,Unknown,C_101
CUST_0668,Maria Nielsen,hmendoza@example.net,Portugal,Female,73.0,2023-04-08,2023-04-09,2023-04-10,5.0,Group,Full Board,c,Aviation,Refundable,Transient,0,14.0,120.0,181,373,0.0,0.0,Check-Out,4,6.9082020640956,0.0,0,3.0,A_026,C_102
CUST_0669,Brandon Hardy,jonesshawna@example.org,United Kingdom,Female,41.0,2023-04-08,2023-04-09,2023-04-10,5.0,Couple,Sc,d,Online,Refundable,Transient,1,0.0,150.0,88,373,0.0,1.0,Check-Out,6,1.5,200.0,0,3.0,A_018,C_101
CUST_0670,Debra Nunez,wthornton@example.org,United Kingdom,Male,54.0,2023-04-08,2023-04-09,2023-04-10,3.0,Single,Sc,H,Complementary,No Deposit,Contract,5,7.0,120.0,847,33,2.0,0.0,Canceled,4,3.0,50.0,0,3.0,A_047,Unknown
CUST_0671,Shelly Lopez,xmarquez@example.net,France,Male,21.0,2023-04-08,2023-04-09,2023-04-10,5.0,Group,Hb,c,Complementary,No Deposit,Transient,5,4.0,120.0,253,427,,2.0,Canceled,4,6.9082020640956,200.0,1,0.0,A_015,C_101
CUST_0672,Nathaniel Hansen,misty38@example.com,Spain,Female,54.0,2023-04-08,2023-04-09,2023-04-10,2.0,Single,Sc,L,Offline Ta/To,Refundable,Contract,0,2.0,120.0,942,268,0.0,4.0,Canceled,7,10.0,50.0,0,1.0,A_002,C_101
CUST_0673,Sean Cook,heidi81@example.org,Spain,Male,58.0,2023-04-08,2023-04-09,2023-04-10,5.0,Family,Half Board,A,Direct,Non Refundable,Transient-Party,2,2.0,200.0,850,443,0.0,0.0,Canceled,poor,6.9082020640956,0.0,0,3.0,A_043,C_102
CUST_0674,Alexis Giles,rachel97@example.com,Canada,Other,66.0,2023-04-09,2023-04-10,2023-04-11,4.0,Adults,Sc,g,Online Ta,No Deposit,Transient,1,2.0,120.0,590,491,,,Canceled,2,7.0,0.0,0,2.0,A_016,
CUST_0675,Mr. Zachary Mendoza,harrisderrick@example.net,United Kingdom,Female,50.0,2023-04-09,2023-04-10,2023-04-11,0.0,Family,Undefined,E,Groups,Non-Refund,Transient-Party,2,3.0,120.0,1238,239,,0.0,Confirmed,2,5.0,0.0,,3.0,A_041,C_101
CUST_0676,Larry Harris,kevintran@example.org,Spain,Non-Binary,29.0,2023-04-09,2023-04-10,2023-04-11,0.0,Adults,Bb,d,Offline Ta/To,Refundable,Transient,0,4.0,0.0,1000,491,1.0,3.0,Canceled,,10.0,0.0,0,,A_009,C_101
CUST_0677,Juan Rowe,jenny20@example.org,Spain,Non-Binary,32.0,2023-04-09,2023-04-10,2023-04-11,0.0,Adults,Fb,P,Online Ta,Refundable,Transient-Party,1,23.5,50.0,58,19,0.0,1.0,No-Show,9,6.9082020640956,200.0,0,1.0,A_039,C_103
CUST_0678,Joseph Howard,dsantos@example.org,Argentina,Male,30.0,2023-04-09,2023-04-10,2023-04-11,0.0,Family,Fb,l,Online,Non-Refund,Group,0,7.0,80.0,112,345,,2.0,Check-Out,1,5.0,0.0,0,0.0,A_032,
CUST_0679,Kayla Crawford,porterarthur@example.com,France,Female,54.0,2023-04-09,2023-04-10,2023-04-11,5.0,Transient,Sc,A,Online,Non Refundable,Transient-Party,10,0.0,120.0,1454,455,0.0,0.0,No-Show,good,10.0,500.0,0,1.0,A_030,C_101
CUST_0680,Vicki Harrison,fevans@example.org,Brazil,Other,39.0,2023-04-09,2023-04-10,2023-04-11,0.0,Transient,Bed & Breakfast,F,Online Ta,Non Refund,Group,4,1.0,120.0,1169,267,,1.0,Check-Out,3,10.0,200.0,0,2.0,A_046,C_101
CUST_0681,Thomas Wood,melissa67@example.org,United Kingdom,Female,54.0,2023-04-10,2023-04-11,2023-04-12,4.0,Family,Half Board,G,Offline Ta/To,No Deposit,Transient-Party,1,5.0,50.0,638,404,1.0,0.0,No-Show,4,10.0,0.0,0,0.0,A_018,C_101
CUST_0682,Kristine Walker,ccruz@example.org,Italy,Female,36.0,2023-04-10,2023-04-11,2023-04-12,3.0,Couple,Hb,C,Offline Ta/To,Refundable,Transient,4,3.0,0.0,644,304,,0.0,Confirmed,excellent,2.0,50.0,0,1.0,Unknown,C_105
CUST_0683,Debbie Donovan,nicolaskeller@example.net,Japan,Female,41.0,2023-04-10,2023-04-11,2023-04-12,0.0,Transient,Hb,H,Complementary,No Deposit,Transient-Party,0,10.0,300.0,728,142,,2.0,Check-Out,1,6.9082020640956,50.0,,2.0,A_042,C_103
CUST_0684,Jennifer Hernandez,guerreroanthony@example.com,United Kingdom,Male,50.0,2023-04-10,2023-04-11,2023-04-12,3.0,Transient,Hb,a,Online,No Deposit,Transient,0,7.0,150.0,1181,37,,0.0,Pending,1,8.0,0.0,0,0.0,A_050,C_103
CUST_0685,Jamie Whitaker,kentkaren@example.com,Japan,Male,29.0,2023-04-10,2023-04-11,2023-04-12,5.0,Transient,Hb,C,Corporate,Non Refund,Transient,0,3.0,100.0,106,477,1.0,1.0,No-Show,excellent,10.0,100.0,0,2.0,A_019,C_104
CUST_0686,Mary Cohen,lisa93@example.org,Italy,Male,37.0,2023-04-10,2023-04-11,2023-04-12,4.0,Couple,Hb,g,Direct,No Deposit,Group,3,14.0,300.0,254,369,2.0,1.0,Canceled,7,7.0,0.0,0,1.0,A_015,C_101
CUST_0687,Roberto Levy,jessica96@example.com,France,Female,57.0,2023-04-10,2023-04-11,2023-04-12,4.0,Single,Fb,H,Online Ta,No Deposit,Transient,0,5.0,505.0,724,479,,0.0,Confirmed,poor,7.0,50.0,0,3.0,A_015,C_101
CUST_0688,Katherine Jackson,aguirreangela@example.net,United Kingdom,Male,70.0,2023-04-11,2023-04-12,2023-04-13,0.0,Single,Bb,g,Offline Ta/To,Non-Refund,Transient-Party,5,23.5,150.0,1393,1,2.0,4.0,Pendingcxl,8,3.0,50.0,,1.0,A_050,C_101
CUST_0690,Thomas Weaver,francisco67@example.net,France,Male,25.0,2023-04-11,2023-04-12,2023-04-13,3.0,Adults,Hb,H,Online Ta,No Deposit,Transient-Party,2,10.0,120.0,1053,372,0.0,0.0,Confirmed,2,1.5,200.0,0,1.0,A_010,C_101
CUST_0691,Anthony Johnson,davidsmith@example.net,France,Other,59.0,2023-04-11,2023-04-12,2023-04-13,4.0,Single,Bb,e,Online,No Deposit,Contract,5,23.5,250.0,883,295,1.0,1.0,Pending,excellent,4.0,50.0,0,0.0,A_038,C_101
CUST_0692,Theresa Barnett,christopher38@example.com,Argentina,Other,41.0,2023-04-11,2023-04-12,2023-04-13,4.0,Group,Bed & Breakfast,c,Online Ta,Refundable,Transient,5,10.0,250.0,663,61,1.0,1.0,Confirmed,8,5.0,500.0,0,0.0,A_045,C_101
CUST_0693,Jason Kirby,ashley09@example.com,Brazil,Male,21.0,2023-04-11,2023-04-12,2023-04-13,0.0,Couple,Fb,a,Offline Ta/To,Non Refundable,Contract,1,3.0,505.0,342,59,,4.0,Pendingcxl,2,6.0,500.0,0,1.0,A_020,C_101
CUST_0694,Michael Smith,joseph49@example.org,Argentina,Male,25.0,2023-04-11,2023-04-12,2023-04-13,5.0,Transient,Bed & Breakfast,a,Online Ta,No Deposit,Contract,3,23.5,120.0,1238,213,1.0,0.0,Pendingcxl,9,2.0,50.0,0,3.0,A_023,
CUST_0695,Jake Williamson,parkerdonna@example.com,United Kingdom,Other,56.0,2023-04-12,2023-04-13,2023-04-14,2.0,Couple,Hb,c,Online Ta,Refundable,Transient,4,7.0,120.0,895,61,2.0,0.0,Canceled,,6.9082020640956,50.0,0,0.0,A_044,
CUST_0696,Luis Webb,scottsmith@example.org,United Kingdom,Female,67.0,2023-04-12,2023-04-13,2023-04-14,3.0,Adults,Undefined,c,Groups,Non Refundable,Transient-Party,4,2.0,300.0,1469,38,1.0,2.0,No-Show,9,8.0,0.0,0,3.0,Unknown,C_103
CUST_0697,Aaron Arnold,wjohnson@example.com,Germany,Male,30.0,2023-04-12,2023-04-13,2023-04-14,1.0,Transient,Fb,c,Online Ta,Refundable,Transient,1,1.0,0.0,398,153,,0.0,Confirmed,5,3.0,500.0,0,0.0,A_034,Unknown
CUST_0699,Alicia Li DDS,penny85@example.org,United Kingdom,Male,36.0,2023-04-12,2023-04-13,2023-04-14,3.0,Children,Half Board,G,Online Ta,No Deposit,Group,0,7.0,300.0,57,205,0.0,0.0,No-Show,,6.9082020640956,0.0,,0.0,A_032,C_102
CUST_0700,Theodore Rodriguez,xwhite@example.com,Japan,Male,54.0,2023-04-12,2023-04-13,2023-04-14,4.0,Family,Bed & Breakfast,F,Online Ta,Non Refundable,Group,10,14.0,80.0,1250,131,1.0,2.0,Check-Out,excellent,6.0,50.0,0,3.0,A_045,C_102
CUST_0701,Chase Lee,misty23@example.net,Brazil,Female,59.0,2023-04-12,2023-04-13,2023-04-14,3.0,Adults,Bb,A,Aviation,Non Refundable,Transient-Party,0,4.0,150.0,315,130,,1.0,No-Show,excellent,7.0,100.0,0,1.0,A_042,
CUST_0703,Jake Sullivan,dannyjohnson@example.net,Germany,Female,66.0,2023-04-13,2023-04-14,2023-04-15,1.0,Group,Bb,E,Groups,Refundable,Contract,2,4.0,50.0,246,364,,,Pending,poor,4.0,0.0,0,1.0,A_019,C_104
CUST_0705,Sarah Valdez,bruceklein@example.com,Brazil,Female,24.0,2023-04-13,2023-04-14,2023-04-15,0.0,Children,Hb,c,Corporate,Refundable,Contract,0,23.5,505.0,784,41,0.0,0.0,Pendingcxl,excellent,6.9082020640956,200.0,,0.0,A_004,
CUST_0706,Olivia Davis,allen58@example.net,United Kingdom,Female,43.0,2023-04-13,2023-04-14,2023-04-15,2.0,Transient,Undefined,F,Online Ta,Non Refundable,Transient,3,7.0,120.0,62,495,,4.0,Check-Out,4,10.0,0.0,0,2.0,A_019,C_104
CUST_0707,Juan Brown,burkemichael@example.org,United Kingdom,Male,48.0,2023-04-13,2023-04-14,2023-04-15,3.0,Group,Bed & Breakfast,h,Online Ta,Refundable,Transient-Party,0,7.0,505.0,700,52,1.0,3.0,Check-Out,poor,6.9082020640956,500.0,1,0.0,A_001,C_102
CUST_0708,Christopher Porter,ewilson@example.org,United Kingdom,Female,48.0,2023-04-13,2023-04-14,2023-04-15,3.0,Adults,Full Board,d,Online Ta,No Deposit,Transient-Party,0,5.0,50.0,87,298,1.0,0.0,Confirmed,6,10.0,0.0,0,2.0,A_031,C_103
CUST_0709,Rachel Knight,markwatson@example.net,United Kingdom,Non-Binary,81.0,2023-04-14,2023-04-15,2023-04-16,5.0,Family,Bed & Breakfast,F,Direct,Refundable,Transient,4,7.0,300.0,1389,438,1.0,0.0,Confirmed,1,2.0,50.0,0,0.0,A_030,C_105
CUST_0710,Anna Rice,bjones@example.com,Brazil,Male,83.0,2023-04-14,2023-04-15,2023-04-16,5.0,Family,Sc,p,Online Ta,Refundable,Group,0,2.0,505.0,1298,258,,0.0,No-Show,4,8.0,100.0,,0.0,A_009,C_104
CUST_0711,Daniel Parrish,angellawson@example.com,Spain,Male,82.0,2023-04-14,2023-04-15,2023-04-16,5.0,Adults,Fb,c,Corporate,Refundable,Group,3,5.0,120.0,885,123,0.0,0.0,No-Show,fair,9.0,0.0,0,,A_017,C_101
CUST_0712,John Williams,theresa57@example.com,Germany,Female,67.0,2023-04-14,2023-04-15,2023-04-16,3.0,Group,Half Board,h,Aviation,Non Refundable,Transient-Party,3,23.5,200.0,1310,30,,2.0,Pendingcxl,3,7.0,200.0,,0.0,Unknown,C_104
CUST_0713,Timothy Lam,martinbradley@example.org,Brazil,Female,32.0,2023-04-14,2023-04-15,2023-04-16,0.0,Couple,Bb,p,Direct,Non Refundable,Transient,1,10.0,505.0,1223,388,,0.0,No-Show,2,6.0,0.0,0,1.0,A_041,C_104
CUST_0714,Andrew Mcfarland,rodriguezjason@example.com,Spain,Female,52.0,2023-04-14,2023-04-15,2023-04-16,2.0,Single,Full Board,F,Offline Ta/To,No Deposit,Contract,4,1.0,120.0,1494,295,0.0,0.0,Pendingcxl,3,5.0,200.0,,1.0,Unknown,C_103
CUST_0715,Tyrone Matthews,shelby69@example.org,Canada,Female,25.0,2023-04-15,2023-04-16,2023-04-17,1.0,Children,Bb,l,Complementary,Refundable,Contract,5,0.0,200.0,901,234,1.0,4.0,Pending,fair,4.0,0.0,0,1.0,A_026,C_101
CUST_0717,Carla Allen,benjaminvictoria@example.net,United Kingdom,Female,77.0,2023-04-15,2023-04-16,2023-04-17,2.0,Transient,Bb,E,Aviation,Refundable,Transient-Party,10,2.0,100.0,449,409,0.0,2.0,No-Show,6,6.9082020640956,0.0,0,3.0,A_018,C_101
CUST_0718,Jasmine Mosley,hryan@example.net,United Kingdom,Non-Binary,88.0,2023-04-15,2023-04-16,2023-04-17,2.0,Transient,Bb,e,Offline Ta/To,No Deposit,Group,1,0.0,250.0,300,155,,0.0,No-Show,2,10.0,0.0,0,2.0,A_040,C_105
CUST_0719,Nicole Taylor,lawsondonna@example.net,Portugal,Male,70.0,2023-04-15,2023-04-16,2023-04-17,5.0,Children,Undefined,E,Online Ta,No Deposit,Transient,5,4.0,50.0,725,88,,0.0,No-Show,fair,6.9082020640956,200.0,0,1.0,A_031,
CUST_0721,Jessica Roberson,rhonda53@example.com,Portugal,Non-Binary,79.0,2023-04-15,2023-04-16,2023-04-17,2.0,Single,Sc,H,Corporate,Refundable,Contract,0,2.0,100.0,1500,392,0.0,0.0,No-Show,5,10.0,100.0,0,2.0,Unknown,C_103
CUST_0722,Randy Friedman,stephengoodman@example.org,Germany,Male,21.0,2023-04-16,2023-04-17,2023-04-18,3.0,Couple,Bed & Breakfast,f,Offline Ta/To,Non-Refund,Transient-Party,4,2.0,200.0,728,154,,3.0,Canceled,5,6.9082020640956,0.0,0,3.0,A_001,C_101
CUST_0724,Willie Henry,christopher88@example.org,United Kingdom,Female,54.0,2023-04-16,2023-04-17,2023-04-18,1.0,Transient,Bed & Breakfast,c,Direct,Non Refundable,,3,23.5,120.0,377,470,,0.0,Check-Out,6,9.0,0.0,0,0.0,A_048,C_101
CUST_0725,Todd Reynolds,denise93@example.com,Spain,Female,20.0,2023-04-16,2023-04-17,2023-04-18,0.0,Group,Half Board,C,Offline Ta/To,Non Refund,Group,2,5.0,250.0,1479,250,1.0,0.0,Confirmed,5,7.0,0.0,0,,Unknown,C_103
CUST_0726,Matthew Miller,ihall@example.net,France,Non-Binary,52.0,2023-04-16,2023-04-17,2023-04-18,3.0,Couple,Hb,A,Online,No Deposit,Group,5,7.0,120.0,550,108,1.0,3.0,Pendingcxl,8,10.0,500.0,0,3.0,A_033,C_105
CUST_0727,Robert Marquez,kimberlyrussell@example.net,Italy,Male,88.0,2023-04-16,2023-04-17,2023-04-18,0.0,Family,Bed & Breakfast,E,Online Ta,Refundable,Contract,1,7.0,300.0,1476,491,0.0,4.0,Check-Out,4,6.9082020640956,0.0,0,3.0,A_014,C_102
CUST_0728,Brittany Dawson,catherineflynn@example.com,Italy,Female,30.0,2023-04-16,2023-04-17,2023-04-18,0.0,Adults,Sc,E,Corporate,No Deposit,Transient,1,7.0,0.0,383,374,0.0,0.0,Pendingcxl,good,9.0,50.0,0,,A_043,C_103
CUST_0729,Nancy Stewart,david66@example.net,United Kingdom,Male,49.0,2023-04-17,2023-04-18,2023-04-19,0.0,Adults,Sc,c,Online Ta,Non Refund,Transient,4,23.5,150.0,322,416,0.0,2.0,Canceled,8,1.5,0.0,0,1.0,A_050,C_103
CUST_0730,Aaron Parker,barbarachen@example.org,Portugal,Female,89.0,2023-04-17,2023-04-18,2023-04-19,1.0,Couple,Fb,G,Online Ta,No Deposit,Group,0,4.0,80.0,1403,394,0.0,0.0,Pending,3,6.9082020640956,0.0,,1.0,A_019,C_101
CUST_0731,Debra Anderson,nancysmith@example.org,Germany,Female,34.0,2023-04-17,2023-04-18,2023-04-19,2.0,Family,Sc,d,Complementary,Refundable,Contract,0,14.0,100.0,1181,343,,1.0,Canceled,6,6.9082020640956,100.0,0,3.0,A_007,
CUST_0733,Alexander Gomez,inewton@example.org,USA,Female,70.0,2023-04-17,2023-04-18,2023-04-19,5.0,Single,Half Board,p,Online Ta,No Deposit,Contract,0,10.0,120.0,714,469,,1.0,Check-Out,1,8.0,0.0,0,1.0,Unknown,C_102
CUST_0734,Linda Nguyen,kjohnson@example.org,France,Male,75.0,2023-04-17,2023-04-18,2023-04-19,4.0,Adults,Full Board,c,Direct,Non Refund,Transient,0,3.0,250.0,1080,279,,1.0,Canceled,8,7.0,0.0,0,0.0,A_001,C_104
CUST_1830,Frederick Daugherty,ronaldsmith@example.net,Spain,Female,46.0,2023-09-24,2023-09-25,2023-09-26,4.0,Single,Bed & Breakfast,c,Offline Ta/To,Refundable,Group,3,0.0,100.0,105,42,,2.0,Pending,good,3.0,500.0,0,3.0,A_021,
CUST_0736,Steven Stein,zgomez@example.net,Portugal,Male,82.0,2023-04-18,2023-04-19,2023-04-20,2.0,Children,Sc,l,Online Ta,Refundable,Transient-Party,5,3.0,0.0,445,333,,0.0,Pendingcxl,4,10.0,0.0,0,3.0,A_029,C_105
CUST_0738,Elizabeth Snyder,mcknightbrandon@example.net,Unknown,Female,36.0,2023-04-18,2023-04-19,2023-04-20,4.0,Couple,Bed & Breakfast,A,Online,Refundable,Transient,1,2.0,120.0,1376,172,,0.0,Check-Out,7,10.0,500.0,0,1.0,Unknown,C_101
CUST_0739,Jessica Fisher,stephanie67@example.net,Argentina,Female,65.0,2023-04-18,2023-04-19,2023-04-20,3.0,Transient,Fb,d,Offline Ta/To,Non Refund,Transient,2,10.0,100.0,961,496,0.0,4.0,Confirmed,fair,6.0,100.0,0,3.0,A_043,C_101
CUST_0740,Angela King,eroberts@example.net,Australia,Female,87.0,2023-04-18,2023-04-19,2023-04-20,1.0,Family,Sc,f,Direct,Refundable,Transient-Party,0,14.0,505.0,1352,363,,4.0,No-Show,fair,5.0,100.0,0,3.0,A_001,C_105
CUST_0741,Mario Wheeler,jessicacummings@example.net,France,Male,39.0,2023-04-18,2023-04-19,2023-04-20,4.0,Children,Bed & Breakfast,g,Online Ta,Non Refund,Transient-Party,4,4.0,120.0,672,94,,,Check-Out,2,6.9082020640956,50.0,1,0.0,A_005,C_104
CUST_0742,Brian Torres,hernandezalan@example.net,France,Other,49.0,2023-04-18,2023-04-19,2023-04-20,3.0,Adults,Bb,F,Complementary,Refundable,Transient,0,4.0,120.0,531,123,0.0,0.0,Confirmed,1,3.0,50.0,0,,A_002,C_101
CUST_0743,Evelyn Oliver,emily76@example.com,United Kingdom,Female,86.0,2023-04-19,2023-04-20,2023-04-21,1.0,Transient,Hb,p,Groups,Refundable,Contract,0,14.0,120.0,766,254,,4.0,Pending,,6.9082020640956,100.0,0,1.0,A_003,C_103
CUST_0744,Gary Cook,uthompson@example.net,Brazil,Female,72.0,2023-04-19,2023-04-20,2023-04-21,4.0,Transient,Full Board,f,Aviation,No Deposit,Transient,5,5.0,80.0,605,369,1.0,4.0,Confirmed,,6.0,200.0,,,A_039,C_103
CUST_0745,Shannon Mccann,shirley13@example.com,United Kingdom,Female,89.0,2023-04-19,2023-04-20,2023-04-21,5.0,Single,Sc,c,Direct,No Deposit,Transient,4,10.0,150.0,167,342,0.0,,Pending,good,2.0,200.0,0,3.0,A_037,
CUST_0746,Frank Valentine,kpeterson@example.net,United Kingdom,Male,75.0,2023-04-19,2023-04-20,2023-04-21,3.0,Adults,Fb,H,Corporate,No Deposit,Transient,3,2.0,505.0,1482,247,1.0,2.0,No-Show,2,10.0,0.0,0,,A_029,C_103
CUST_0747,Ernest Oconnell,ymitchell@example.com,Australia,Female,54.0,2023-04-19,2023-04-20,2023-04-21,0.0,Adults,Sc,L,Online,No Deposit,Transient-Party,0,3.0,505.0,676,496,0.0,1.0,Pendingcxl,6,5.0,100.0,0,3.0,A_036,C_101
CUST_0748,Mr. Michael Henry,stephaniewilliams@example.net,Argentina,Non-Binary,18.0,2023-04-19,2023-04-20,2023-04-21,4.0,Couple,Bed & Breakfast,l,Online Ta,Refundable,Group,0,2.0,100.0,1067,149,,0.0,No-Show,5,7.0,50.0,,3.0,A_019,C_105
CUST_0749,Dana Bennett,russellramirez@example.net,Portugal,Male,77.0,2023-04-19,2023-04-20,2023-04-21,3.0,Group,Half Board,E,Online Ta,Non-Refund,Group,1,23.5,200.0,878,286,1.0,1.0,No-Show,excellent,10.0,500.0,,0.0,A_019,C_105
CUST_0750,Jenna Wilson,cory42@example.org,France,Male,55.0,2023-04-20,2023-04-21,2023-04-22,1.0,Couple,Bed & Breakfast,P,Corporate,Refundable,Group,10,7.0,100.0,407,345,,3.0,Check-Out,1,8.0,100.0,0,2.0,A_012,C_101
