Order ID,Order Date,Ship Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-12316,2020-03-05,2020-03-12,Mark Anderson,Consumer,West,Nevada,Office Supplies,Envelopes,277.11,1,0.02,73.46
ORD-49720,2023-12-17,2023-12-20,Ashley Harris,Corporate,West,Washington,Office Supplies,Envelopes,360.53,2,0.28,67.94
ORD-80699,2023-03-17,2023-03-25,Thomas Thomas,Corporate,South,Virginia,Furniture,Furnishings,1592.73,10,0.49,-74.99
ORD-47281,2021-10-18,2021-10-19,Emily Smith,Consumer,North,Pennsylvania,Office Supplies,Art,1068.18,6,0.19,318.3
ORD-63992,2021-12-20,2021-12-21,Emily Williams,Home Office,South,Florida,Furniture,Bookcases,75.34,2,0.43,-5.62
ORD-80571,2021-10-29,2021-10-30,Sarah Smith,Corporate,West,Colorado,Technology,Machines,2800.35,8,0.29,404.47
ORD-61157,2021-10-22,2021-11-01,Lisa Thomas,Consumer,West,California,Technology,Chairs,1789.58,9,0.41,-134.23
ORD-49258,2022-01-14,2022-01-21,Christopher Rodriguez,Consumer,West,California,Technology,Chairs,247.38,1,,62.13
ORD-91863,2020-07-07,2020-07-19,John Jackson,Home Office,North,Illinois,Office Supplies,Art,771.35,9,0.24,192.0
ORD-95398,2021-09-10,2021-09-19,Anthony Gonzalez,Corporate,West,Colorado,Office Supplies,Paper,800.68,5,0.31,11.62
ORD-33671,2020-02-08,2020-02-19,Sandra Rodriguez,Home Office,South,Virginia,Office Supplies,Paper,2310.44,9,0.4,83.23
ORD-84202,2023-07-07,2023-07-08,Jessica Jones,Home Office,South,Georgia,Office Supplies,Paper,611.99,5,0.42,17.76
ORD-18444,2023-07-22,2023-07-26,Thomas Perez,Corporate,East,Massachusetts,Technology,Chairs,1116.37,10,0.12,97.67
ORD-13631,2021-05-17,2021-05-30,Margaret Lee,Corporate,West,Nevada,Technology,Machines,129.27,1,0.1,7.41
ORD-46408,2023-09-10,2023-09-19,Jennifer Hernandez,Consumer,North,Michigan,Furniture,Chairs,349.86,10,0.15,101.03
ORD-57636,2023-10-07,2023-10-18,Andrew White,Consumer,West,Washington,Furniture,Chairs,1267.68,9,0.47,30.86
ORD-78846,2021-05-30,2021-06-07,Lisa Clark,Consumer,South,Virginia,Furniture,Bookcases,2550.62,10,0.37,29.57
ORD-65426,2021-03-22,2021-03-25,Anthony Rodriguez,Consumer,South,Florida,Office Supplies,Envelopes,2632.58,10,0.03,592.08
ORD-24806,2021-10-10,2021-10-19,Nancy Thomas,Corporate,West,Washington,Office Supplies,Paper,71.97,6,0.41,3.24
ORD-89405,2020-03-12,2020-03-26,Matthew Martinez,Home Office,North,Pennsylvania,Office Supplies,Labels,1141.04,6,0.45,-22.55
ORD-40983,2022-06-25,2022-07-02,Jessica Martinez,Consumer,West,Arizona,Office Supplies,Binders,201.8,4,0.43,-6.9
ORD-51573,2023-08-12,2023-08-19,Anthony Robinson,Consumer,East,New Jersey,Office Supplies,Envelopes,1688.1,6,,38.89
ORD-31016,2023-12-01,2023-12-06,Kimberly White,Home Office,North,Ohio,Office Supplies,Labels,108.11,6,0.23,6.81
ORD-94094,2021-01-11,2021-01-22,Karen Hernandez,Corporate,South,Texas,Office Supplies,Paper,838.37,10,0.04,150.14
ORD-95089,2020-09-23,2020-10-07,David Rodriguez,Home Office,West,Arizona,Office Supplies,Envelopes,821.94,3,0.34,16.38
ORD-36039,2020-06-21,2020-06-28,Joseph Smith,Corporate,South,North Carolina,Office Supplies,Labels,176.62,1,0.46,-1.06
ORD-21662,2022-08-05,2022-08-09,Margaret Martin,Corporate,South,Texas,Office Supplies,Labels,2229.4,5,0.07,206.29
ORD-84349,2020-08-28,2020-08-29,Linda Davis,Home Office,West,Nevada,Technology,Machines,1556.46,4,0.1,382.16
ORD-47743,2022-10-09,2022-10-16,Christopher White,Consumer,West,Washington,Technology,Chairs,664.17,4,0.21,57.44
ORD-48036,2021-06-20,2021-06-24,Sandra Williams,Home Office,West,Washington,Office Supplies,Labels,336.5,1,0.23,98.8
ORD-62108,2023-11-07,2023-11-11,Thomas Williams,Home Office,West,Nevada,Technology,Copiers,51.18,2,0.28,14.47
ORD-71726,2021-12-26,2022-01-05,Donna Gonzalez,Home Office,North,New York,Office Supplies,Labels,864.25,5,0.49,-69.28
ORD-83342,2020-03-25,2020-04-04,Lisa Lewis,Consumer,East,Connecticut,Technology,Machines,1231.25,8,0.07,224.83
ORD-28585,2021-06-17,2021-06-19,Nancy Robinson,Corporate,North,Pennsylvania,Office Supplies,Art,2646.99,7,0.14,537.96
ORD-44571,2022-11-24,2022-11-30,Elizabeth Moore,Corporate,South,Georgia,Technology,Machines,642.68,8,0.03,
ORD-14700,2022-08-21,2022-08-26,Robert Anderson,Consumer,West,Nevada,Furniture,Furnishings,871.55,6,0.49,-27.31
ORD-24744,2020-10-30,2020-11-01,William White,Corporate,North,Pennsylvania,Office Supplies,Paper,1518.61,9,0.41,-0.8
ORD-37839,2023-04-10,2023-04-11,Ashley Perez,Home Office,South,North Carolina,Furniture,Tables,25.45,2,0.44,0.06
ORD-99212,2020-09-06,2020-09-13,Jennifer Anderson,Corporate,North,Ohio,Furniture,Chairs,2944.79,8,0.23,584.69
ORD-10760,2021-11-05,2021-11-06,David Miller,Home Office,West,Arizona,Technology,Copiers,89.19,1,0.4,1.76
ORD-19269,2023-01-25,2023-02-04,Jessica Harris,Corporate,North,Michigan,Office Supplies,Paper,2873.81,7,0.04,260.76
ORD-62742,2021-08-06,2021-08-17,Margaret White,Home Office,South,Texas,Office Supplies,Envelopes,840.73,5,0.45,-38.79
ORD-22597,2022-01-22,2022-01-31,Sarah Jackson,Consumer,West,Nevada,Office Supplies,Envelopes,3007.37,10,0.21,760.11
ORD-90460,2021-01-16,2021-01-23,Sandra Perez,Home Office,West,California,Furniture,Bookcases,978.33,4,0.32,38.74
ORD-79111,2023-07-13,2023-07-24,Jennifer Robinson,Home Office,North,Ohio,Office Supplies,Envelopes,3347.3,8,0.15,740.02
ORD-49375,2021-05-24,2021-06-02,Robert Taylor,Corporate,East,Delaware,Furniture,Chairs,314.32,2,0.26,52.23
ORD-84511,2021-06-02,2021-06-08,Sandra Garcia,Corporate,North,Illinois,Furniture,Chairs,55.99,3,0.42,-2.1
ORD-49013,2021-10-04,2021-10-14,Lisa Robinson,Home Office,West,Nevada,Technology,Accessories,129.04,3,0.11,38.14
ORD-43989,2023-10-11,2023-10-13,James Garcia,Corporate,North,New York,Office Supplies,Binders,1284.3,8,0.23,275.39
ORD-88890,2022-09-23,2022-09-28,David Jones,Home Office,East,Maryland,Office Supplies,Binders,368.84,1,0.1,82.62
ORD-34670,2020-02-24,2020-02-28,Richard Williams,Corporate,South,Florida,Office Supplies,Labels,256.06,5,0.38,-9.4
ORD-25264,2020-12-06,2020-12-09,Mark Jackson,Home Office,West,Nevada,Office Supplies,Binders,1040.47,4,,268.92
ORD-16674,2021-11-14,2021-11-15,Joshua White,Consumer,West,Nevada,Office Supplies,Labels,126.63,9,0.5,-5.07
ORD-77286,2023-04-25,2023-05-07,Dorothy Smith,Home Office,West,Washington,Technology,Phones,1397.07,7,0.29,163.4
ORD-94974,2022-05-04,2022-05-12,Mark Thompson,Consumer,West,Colorado,Technology,Accessories,1047.33,7,0.01,102.69
ORD-55068,2022-06-16,2022-06-20,Joshua Ramirez,Home Office,South,Virginia,Technology,Accessories,1143.97,8,0.07,260.65
ORD-64638,2023-10-10,2023-10-21,Christopher Thompson,Home Office,East,Maryland,Furniture,Tables,98.17,2,0.33,-6.88
ORD-89396,2022-10-04,2022-10-06,Kimberly Johnson,Corporate,West,Arizona,Furniture,Tables,113.0,1,0.18,24.77
ORD-32900,2022-10-28,2022-10-29,Linda Moore,Consumer,East,Maryland,Furniture,Tables,1510.55,4,0.24,371.93
ORD-16117,2023-02-14,2023-02-19,Linda Brown,Consumer,North,New York,Office Supplies,Envelopes,3014.27,10,0.3,227.48
ORD-83724,2020-03-26,2020-04-04,William White,Consumer,South,Texas,Furniture,Bookcases,1245.92,5,0.35,-31.45
ORD-23014,2020-11-11,2020-11-22,Mark Wilson,Corporate,East,Connecticut,Furniture,Tables,357.7,1,0.12,48.41
ORD-76194,2020-12-16,2020-12-18,Elizabeth Harris,Corporate,East,Maryland,Office Supplies,Paper,866.07,9,0.21,216.9
ORD-64186,2022-04-18,2022-04-26,James Thompson,Home Office,East,New Jersey,Office Supplies,Paper,245.85,9,0.47,-12.98
ORD-31538,2022-06-07,2022-06-08,Dorothy Martinez,Corporate,North,Pennsylvania,Technology,Phones,1924.33,7,0.2,362.55
ORD-49888,2021-10-04,2021-10-10,Betty Anderson,Consumer,East,Delaware,Technology,Chairs,707.71,4,0.44,-5.15
ORD-67952,2023-11-29,2023-12-05,Robert Moore,Home Office,West,Washington,Office Supplies,Binders,1760.54,6,0.19,475.29
ORD-78219,2023-01-12,2023-01-17,Dorothy Hernandez,Consumer,North,Illinois,Technology,Accessories,1325.39,3,0.01,245.17
ORD-43907,2021-05-09,2021-05-23,Nancy Rodriguez,Corporate,West,Colorado,Furniture,Chairs,246.42,9,0.18,52.42
ORD-26351,2022-07-08,2022-07-13,Emily Jackson,Home Office,North,Michigan,Office Supplies,Paper,650.31,9,0.42,-35.84
ORD-97414,2023-03-19,2023-03-30,Michael Hernandez,Consumer,West,Colorado,Technology,Chairs,2640.28,9,0.29,370.48
ORD-22843,2020-10-27,2020-11-08,Margaret Lewis,Corporate,West,California,Furniture,Chairs,521.25,3,0.24,74.19
ORD-78977,2022-04-04,2022-04-14,Margaret Anderson,Home Office,West,Arizona,Technology,Machines,1080.02,8,0.37,-81.62
ORD-76294,2020-09-17,2020-09-25,Dorothy Brown,Home Office,West,Washington,Technology,Copiers,80.02,4,0.23,7.14
ORD-83272,2022-01-26,2022-01-28,Andrew Martinez,Home Office,West,California,Furniture,Bookcases,50.09,1,0.26,6.32
ORD-59081,2021-09-13,2021-09-18,Patricia Robinson,Corporate,North,Pennsylvania,Furniture,Furnishings,323.76,5,0.44,7.4
ORD-74067,2020-01-05,2020-01-07,Donald Jackson,Home Office,East,New Jersey,Furniture,Furnishings,1624.1,5,0.28,398.45
ORD-72289,2023-05-25,2023-05-28,Elizabeth Ramirez,Consumer,West,Nevada,Technology,Machines,1820.97,6,0.04,374.93
ORD-60755,2021-04-21,2021-04-28,Jennifer Ramirez,Corporate,North,Michigan,Technology,Accessories,566.05,3,0.35,10.99
ORD-50481,2023-02-23,2023-03-06,Andrew Harris,Consumer,North,Pennsylvania,Technology,Copiers,138.14,1,0.48,1.74
ORD-75881,2020-02-08,2020-02-10,Jessica Clark,Home Office,South,Texas,Office Supplies,Paper,3162.04,10,0.22,637.83
ORD-62664,2023-04-21,2023-04-22,Anthony Smith,Corporate,North,Ohio,Office Supplies,Paper,1028.31,9,0.16,80.89
ORD-23019,2023-01-14,2023-01-17,Elizabeth Martinez,Corporate,South,Florida,Office Supplies,Binders,179.58,7,0.34,7.93
ORD-33784,2020-02-25,2020-03-08,Elizabeth Wilson,Consumer,East,Maryland,Furniture,Bookcases,2460.55,6,0.13,676.34
ORD-16799,2021-02-18,2021-02-22,Matthew Brown,Home Office,South,North Carolina,Technology,Copiers,1153.14,5,0.03,175.01
ORD-73461,2020-02-29,2020-03-07,Emily Perez,Home Office,South,Texas,Office Supplies,Labels,495.99,2,0.12,122.16
ORD-49926,2023-03-09,2023-03-16,Nancy Moore,Corporate,North,Illinois,Furniture,Tables,500.3,3,0.39,-18.23
ORD-82764,2022-07-14,2022-07-15,James Johnson,Consumer,West,Colorado,Office Supplies,Paper,914.63,8,0.14,
ORD-56061,2023-07-18,2023-07-22,Karen Williams,Home Office,East,New Jersey,Furniture,Chairs,1897.08,7,0.35,16.62
ORD-46629,2022-06-03,2022-06-07,Mark Rodriguez,Home Office,East,Massachusetts,Technology,Accessories,449.17,4,0.33,-30.73
ORD-88579,2021-11-03,2021-11-04,James Lewis,Home Office,South,Texas,Technology,Machines,140.22,1,0.34,4.81
ORD-74091,2022-03-15,2022-03-24,Linda Lopez,Consumer,North,Illinois,Furniture,Furnishings,765.7,7,0.41,-56.22
ORD-11105,2020-09-12,2020-09-20,Mary Harris,Corporate,South,North Carolina,Furniture,Tables,1179.78,5,0.34,-84.09
ORD-90405,2023-07-04,2023-07-09,Robert Rodriguez,Home Office,South,Florida,Office Supplies,Art,1568.2,8,0.45,-107.64
ORD-35701,2023-07-31,2023-08-07,William Moore,Consumer,East,Delaware,Technology,Machines,769.7,4,0.33,1.81
ORD-84074,2020-12-25,2020-12-27,Andrew Ramirez,Home Office,South,Texas,Furniture,Bookcases,822.44,4,0.44,-48.4
ORD-98864,2020-02-17,2020-02-29,Margaret Lee,Home Office,East,Delaware,Office Supplies,Binders,95.91,1,0.43,2.56
ORD-63330,2021-07-15,2021-07-17,Robert Lewis,Home Office,West,Nevada,Office Supplies,Labels,1803.24,4,0.02,330.18
ORD-51450,2020-01-11,2020-01-18,Joseph Thompson,Consumer,East,New Jersey,Technology,Phones,1671.96,7,0.48,-117.82
ORD-53152,2021-09-28,2021-09-30,Mary Jackson,Home Office,North,New York,Office Supplies,Envelopes,456.26,6,0.42,-13.21
ORD-54669,2020-04-21,2020-05-05,Mark Harris,Corporate,South,Texas,Technology,Copiers,405.28,2,0.31,
ORD-17954,2020-03-09,2020-03-16,Patricia Martinez,Corporate,North,Pennsylvania,Furniture,Furnishings,291.46,10,0.31,0.48
ORD-83303,2020-04-16,2020-04-21,Joseph Ramirez,Corporate,West,California,Technology,Machines,1926.14,10,0.39,-61.61
ORD-70844,2022-05-26,2022-06-05,Sandra Taylor,Home Office,North,Ohio,Technology,Phones,268.04,6,0.29,14.23
ORD-18853,2023-04-29,2023-05-12,Anthony Thomas,Consumer,South,Virginia,Office Supplies,Art,1007.29,10,0.22,251.07
ORD-17928,2020-09-18,2020-09-23,Karen Jackson,Home Office,West,Colorado,Technology,Accessories,451.44,9,0.39,-24.24
ORD-54944,2021-08-19,2021-08-25,Margaret Lopez,Consumer,South,Texas,Furniture,Chairs,660.69,4,0.49,-46.12
ORD-18965,2021-11-30,2021-12-04,Emily Jackson,Home Office,West,Nevada,Technology,Accessories,890.76,6,0.31,-67.39
ORD-69546,2020-03-27,2020-04-04,Sandra Martin,Consumer,North,Pennsylvania,Technology,Chairs,1302.22,4,0.12,375.23
ORD-53452,2022-02-08,2022-02-12,John Lopez,Corporate,South,Texas,Office Supplies,Binders,57.44,1,0.28,9.2
ORD-92750,2023-04-14,2023-04-27,Christopher Garcia,Corporate,North,New York,Furniture,Tables,811.4,4,0.44,-39.78
ORD-82680,2021-05-18,2021-05-21,Mary Clark,Consumer,North,Pennsylvania,Office Supplies,Binders,961.87,3,0.19,74.78
ORD-37556,2021-09-16,2021-09-24,Dorothy Sanchez,Consumer,East,Massachusetts,Technology,Chairs,2466.3,10,0.44,-222.44
ORD-28931,2020-09-24,2020-10-07,Charles Martin,Consumer,South,Virginia,Office Supplies,Art,463.49,7,,-43.14
ORD-90744,2023-04-17,2023-04-21,Patricia Lee,Home Office,East,Connecticut,Office Supplies,Paper,1196.27,5,0.44,54.14
ORD-74092,2021-03-04,2021-03-16,Steven Gonzalez,Consumer,West,Colorado,Furniture,Tables,1926.46,9,0.19,182.53
ORD-59005,2022-12-12,2022-12-24,Betty Lee,Corporate,West,Nevada,Office Supplies,Labels,758.4,10,,25.96
ORD-69255,2021-04-25,2021-05-02,William Robinson,Consumer,East,Maryland,Office Supplies,Labels,268.99,6,0.13,63.99
ORD-48672,2022-06-29,2022-07-08,Steven Martin,Corporate,South,Virginia,Furniture,Furnishings,1133.33,6,0.21,172.54
ORD-75213,2021-10-11,2021-10-16,Thomas Lee,Corporate,North,Pennsylvania,Office Supplies,Paper,82.64,2,0.18,21.54
ORD-77212,2023-01-24,2023-02-04,John Lopez,Consumer,East,Connecticut,Furniture,Chairs,126.68,1,0.27,27.71
ORD-42771,2021-09-11,2021-09-23,David Ramirez,Home Office,East,Connecticut,Technology,Copiers,68.91,9,0.46,-3.8
ORD-55433,2022-04-07,2022-04-14,Elizabeth Ramirez,Home Office,North,Michigan,Technology,Copiers,2270.4,7,0.11,232.65
ORD-40634,2022-11-22,2022-12-02,Charles Ramirez,Home Office,West,Nevada,Office Supplies,Binders,1490.1,4,0.21,230.1
ORD-67498,2022-07-10,2022-07-24,Karen White,Home Office,North,Ohio,Furniture,Tables,249.63,1,0.25,34.62
ORD-39555,2022-05-08,2022-05-15,Emily Smith,Home Office,West,Colorado,Office Supplies,Art,2817.28,10,0.39,-216.78
ORD-53286,2023-03-09,2023-03-20,John Moore,Home Office,West,Nevada,Furniture,Furnishings,402.78,7,0.09,77.49
ORD-69183,2023-08-01,2023-08-06,Barbara Johnson,Consumer,South,Texas,Technology,Copiers,771.25,10,0.24,51.96
ORD-60579,2021-08-04,2021-08-08,Patricia Lopez,Consumer,East,Delaware,Furniture,Furnishings,1515.77,9,0.01,420.56
ORD-61262,2020-11-17,2020-11-19,Matthew Lewis,Consumer,West,Nevada,Technology,Phones,416.53,4,0.06,65.83
ORD-97135,2022-08-30,2022-09-02,Sarah Miller,Home Office,East,Delaware,Furniture,Furnishings,114.2,1,0.5,2.71
ORD-89278,2021-05-20,2021-05-29,Robert White,Corporate,West,Nevada,Office Supplies,Labels,759.71,2,0.14,124.65
ORD-48987,2022-03-11,2022-03-21,Sandra Gonzalez,Consumer,West,Washington,Furniture,Furnishings,110.78,3,0.35,0.53
ORD-15723,2021-05-05,2021-05-19,Susan Robinson,Consumer,East,Delaware,Office Supplies,Binders,2422.52,8,0.21,194.55
ORD-58330,2020-06-05,2020-06-18,Thomas Miller,Consumer,East,Maryland,Office Supplies,Paper,203.65,9,0.02,42.71
ORD-98555,2022-08-03,2022-08-10,James Rodriguez,Corporate,West,Washington,Office Supplies,Binders,99.94,2,0.35,0.05
ORD-70849,2022-09-19,2022-09-27,Mark Jones,Consumer,North,Illinois,Technology,Chairs,1993.59,8,0.41,-148.35
ORD-12367,2023-05-28,2023-05-30,William Williams,Consumer,East,New Jersey,Technology,Machines,56.24,1,0.34,-2.6
ORD-38399,2020-03-11,2020-03-22,Dorothy Lee,Home Office,South,North Carolina,Technology,Phones,257.73,2,0.2,16.26
ORD-10611,2020-04-09,2020-04-22,Richard Williams,Corporate,South,Florida,Office Supplies,Paper,390.85,1,0.21,52.48
ORD-35185,2023-10-24,2023-11-04,William Johnson,Consumer,South,Texas,Technology,Chairs,2122.04,7,0.26,277.29
ORD-92154,2021-01-23,2021-02-02,Susan Brown,Consumer,West,Nevada,Furniture,Tables,87.44,6,0.16,18.67
ORD-11570,2022-03-08,2022-03-12,Donna Lopez,Corporate,South,Texas,Technology,Accessories,113.58,1,0.03,14.24
ORD-88494,2022-10-20,2022-10-22,Matthew Perez,Home Office,South,Georgia,Furniture,Bookcases,800.09,3,0.17,216.82
ORD-51676,2023-09-26,2023-10-04,Mark Gonzalez,Consumer,East,New Jersey,Technology,Copiers,758.21,9,0.32,-9.01
ORD-11742,2021-04-21,2021-04-22,Jessica Martin,Home Office,North,Ohio,Furniture,Furnishings,375.43,2,0.03,46.61
ORD-29879,2022-02-08,2022-02-12,Mark White,Home Office,North,Pennsylvania,Technology,Copiers,923.99,6,0.07,227.99
ORD-15191,2022-12-02,2022-12-15,Lisa Davis,Corporate,East,New Jersey,Furniture,Bookcases,1326.41,4,0.27,286.84
ORD-42550,2023-11-08,2023-11-20,Charles Garcia,Home Office,South,Virginia,Office Supplies,Labels,229.96,8,0.31,-6.04
ORD-35226,2020-04-16,2020-04-27,Emily Moore,Consumer,South,Florida,Furniture,Tables,170.02,4,0.12,39.32
ORD-50824,2020-12-02,2020-12-14,Karen Martinez,Consumer,South,North Carolina,Furniture,Tables,2507.31,10,0.22,
ORD-73068,2020-06-12,2020-06-18,Margaret Taylor,Corporate,West,Washington,Office Supplies,Envelopes,2410.13,10,0.37,55.29
ORD-73176,2020-02-10,2020-02-23,Paul Jones,Corporate,West,California,Office Supplies,Labels,783.76,9,0.36,-23.87
ORD-69454,2021-08-03,2021-08-10,Donald Miller,Home Office,West,California,Office Supplies,Paper,19.52,3,0.46,0.57
ORD-59054,2022-10-03,2022-10-10,Karen Lee,Corporate,West,Arizona,Office Supplies,Envelopes,4259.04,10,0.04,1269.7
ORD-26315,2022-02-27,2022-03-09,Steven Thompson,Consumer,South,North Carolina,Office Supplies,Art,1035.83,8,0.32,-94.62
ORD-60506,2022-05-18,2022-05-30,Mary Thompson,Consumer,South,North Carolina,Furniture,Bookcases,608.6,3,0.13,
ORD-43330,2021-05-21,2021-05-31,Matthew Gonzalez,Home Office,South,Texas,Furniture,Chairs,251.79,10,0.49,9.19
ORD-65436,2020-12-05,2020-12-19,Matthew Jackson,Corporate,East,Massachusetts,Technology,Copiers,1192.94,5,0.37,46.1
ORD-21648,2020-08-11,2020-08-22,Betty Thompson,Home Office,East,Connecticut,Office Supplies,Paper,462.6,5,0.0,80.0
ORD-22697,2020-05-23,2020-06-05,Margaret Garcia,Home Office,West,Colorado,Office Supplies,Art,862.6,3,0.19,85.83
ORD-33853,2022-10-26,2022-10-28,Barbara Sanchez,Corporate,South,Florida,Furniture,Chairs,1573.34,4,0.13,239.46
ORD-92160,2023-07-02,2023-07-04,Matthew Brown,Home Office,South,Texas,Office Supplies,Binders,119.02,5,0.03,12.94
ORD-73595,2023-10-09,2023-10-22,Emily Sanchez,Consumer,North,New York,Office Supplies,Binders,252.64,1,0.05,13.09
ORD-89034,2022-12-01,2022-12-14,Margaret Hernandez,Corporate,West,Nevada,Office Supplies,Labels,705.32,6,0.34,-37.18
ORD-41404,2022-01-09,2022-01-20,Lisa Sanchez,Corporate,West,Colorado,Furniture,Bookcases,873.14,2,0.0,131.37
ORD-28201,2020-02-22,2020-03-03,Donna Perez,Consumer,East,Connecticut,Office Supplies,Envelopes,1974.38,8,0.26,100.26
ORD-93633,2021-10-21,2021-10-22,Mark Davis,Home Office,East,New Jersey,Technology,Accessories,2828.8,10,0.24,702.93
ORD-55656,2022-05-26,2022-06-03,Richard Thompson,Home Office,North,Michigan,Office Supplies,Labels,751.29,3,0.43,13.32
ORD-76143,2020-03-06,2020-03-09,Sandra Garcia,Corporate,North,Ohio,Technology,Copiers,1024.44,8,0.48,-19.36
ORD-41897,2021-03-09,2021-03-12,William Robinson,Home Office,North,New York,Office Supplies,Binders,1272.12,6,0.45,-85.16
ORD-43767,2023-09-25,2023-10-03,Jennifer Sanchez,Home Office,North,Pennsylvania,Technology,Machines,1567.68,6,0.44,23.44
ORD-88732,2020-05-12,2020-05-23,Margaret Sanchez,Corporate,West,Nevada,Technology,Copiers,237.42,4,0.11,17.08
ORD-21683,2021-11-27,2021-12-09,David Ramirez,Home Office,South,Texas,Technology,Accessories,913.19,6,0.48,-91.09
ORD-18111,2023-04-23,2023-05-02,David Taylor,Consumer,West,Nevada,Office Supplies,Art,435.61,10,0.3,22.78
ORD-70372,2021-10-09,2021-10-12,Elizabeth Martin,Corporate,South,North Carolina,Technology,Machines,1562.49,5,0.07,391.13
ORD-14501,2023-05-11,2023-05-17,Donald Lee,Corporate,North,Ohio,Technology,Copiers,1065.09,4,0.25,153.56
ORD-53665,2020-11-08,2020-11-22,Barbara Ramirez,Home Office,South,Florida,Technology,Phones,801.59,8,0.36,17.84
ORD-30865,2020-02-14,2020-02-23,Daniel Harris,Corporate,East,Maryland,Technology,Machines,1504.38,7,0.2,181.67
ORD-35571,2023-12-06,2023-12-20,Emily Ramirez,Home Office,West,California,Furniture,Bookcases,207.47,1,0.42,-6.51
ORD-31455,2023-03-28,2023-03-31,Susan Sanchez,Corporate,West,Arizona,Furniture,Tables,36.46,4,0.37,0.32
ORD-85455,2020-07-27,2020-08-07,Patricia Brown,Consumer,West,Nevada,Technology,Chairs,299.94,6,0.49,-27.63
ORD-77559,2023-08-24,2023-08-30,Jessica Johnson,Home Office,West,Washington,Technology,Machines,439.0,2,0.12,97.46
ORD-32608,2023-08-29,2023-09-10,Sarah Lee,Corporate,North,Michigan,Technology,Machines,451.33,8,0.18,31.89
ORD-74122,2023-08-06,2023-08-17,Andrew Thomas,Home Office,South,Texas,Technology,Copiers,183.07,5,0.35,-2.03
ORD-60326,2022-09-18,2022-09-29,Michael Hernandez,Home Office,West,Arizona,Technology,Chairs,553.57,2,0.36,-10.72
ORD-63127,2023-12-06,2023-12-07,Paul Thompson,Corporate,West,California,Technology,Copiers,138.46,2,0.38,-0.17
ORD-25378,2021-01-05,2021-01-19,Charles Brown,Home Office,South,Texas,Technology,Machines,104.39,1,0.06,
ORD-83727,2021-06-09,2021-06-23,Nancy Moore,Consumer,North,New York,Technology,Accessories,1121.39,3,0.21,56.09
ORD-49400,2020-04-04,2020-04-13,Charles Taylor,Corporate,West,Washington,Technology,Machines,1092.8,6,0.3,242.58
ORD-96850,2020-04-01,2020-04-05,David Martin,Consumer,South,Florida,Office Supplies,Paper,1489.38,9,0.11,122.31
ORD-91567,2022-05-14,2022-05-16,Betty Anderson,Home Office,East,Massachusetts,Office Supplies,Paper,361.99,2,0.47,14.85
ORD-28775,2023-01-02,2023-01-06,Andrew Perez,Consumer,East,Connecticut,Technology,Accessories,1358.6,9,0.3,120.06
ORD-66836,2022-02-15,2022-02-16,Paul Brown,Home Office,South,Texas,Office Supplies,Binders,1234.01,9,0.2,89.15
ORD-53714,2021-07-13,2021-07-16,Joseph Gonzalez,Consumer,East,New Jersey,Furniture,Furnishings,86.03,2,0.39,-1.81
ORD-50180,2023-04-20,2023-05-04,Christopher Moore,Corporate,North,Illinois,Office Supplies,Labels,1572.62,5,0.3,145.76
ORD-61060,2021-01-05,2021-01-11,Thomas Smith,Home Office,West,Nevada,Technology,Chairs,1913.53,9,0.36,-150.4
ORD-84391,2021-07-01,2021-07-02,Anthony Thompson,Home Office,East,Connecticut,Technology,Copiers,3590.93,8,0.09,896.36
ORD-75828,2021-08-10,2021-08-15,Karen Wilson,Corporate,South,Georgia,Technology,Phones,1117.05,6,0.42,-98.85
ORD-41462,2020-07-10,2020-07-13,Kimberly Robinson,Home Office,North,New York,Technology,Accessories,73.15,8,0.4,3.09
ORD-98740,2022-11-07,2022-11-19,Linda Gonzalez,Consumer,West,Nevada,Technology,Copiers,314.87,1,0.31,3.74
ORD-65702,2023-12-09,2023-12-18,Joshua Johnson,Home Office,East,Connecticut,Technology,Copiers,722.12,10,0.22,204.03
ORD-78618,2021-04-05,2021-04-08,Patricia Wilson,Consumer,East,Connecticut,Technology,Accessories,1250.06,8,0.19,97.89
ORD-99006,2021-05-26,2021-06-09,Christopher Rodriguez,Home Office,North,Ohio,Office Supplies,Envelopes,1277.12,4,0.0,189.53
ORD-49953,2023-08-09,2023-08-18,Daniel Smith,Consumer,West,Colorado,Office Supplies,Binders,1202.66,10,0.23,92.35
ORD-55838,2021-01-16,2021-01-23,Richard Williams,Corporate,North,New York,Office Supplies,Envelopes,568.23,9,0.26,46.0
ORD-73886,2020-01-15,2020-01-18,Nancy Martinez,Home Office,East,Connecticut,Office Supplies,Envelopes,470.54,6,0.21,118.99
ORD-24246,2022-06-17,2022-06-28,James Lopez,Corporate,South,Florida,Office Supplies,Envelopes,562.5,4,0.06,46.92
ORD-65188,2021-11-09,2021-11-10,Linda Wilson,Consumer,South,North Carolina,Technology,Accessories,2315.0,8,0.28,
ORD-52583,2022-03-29,2022-04-07,Mary Jones,Home Office,West,Washington,Furniture,Chairs,41.56,3,0.17,9.19
ORD-16820,2023-10-21,2023-11-04,Margaret Thomas,Corporate,West,Colorado,Technology,Phones,217.06,5,0.14,34.13
ORD-90951,2020-11-08,2020-11-20,Thomas Thompson,Home Office,South,Florida,Office Supplies,Binders,590.38,4,0.33,-17.07
